tier,name,category,requested_category,chaos_value,divine_value,listing_count,change_percent,source_endpoint,source
T3_VISIVEL,Chain Support,SkillGem,SkillGem,6.0,0.01,41,0,stash,poe.ninja
T3_VISIVEL,Controlled Blaze Support,SkillGem,SkillGem,6.0,0.01,21,0,stash,poe.ninja
T3_VISIVEL,Crushing Fist,SkillGem,SkillGem,6.0,0.01,27,0,stash,poe.ninja
T3_VISIVEL,Elemental Weakness,SkillGem,SkillGem,6.0,0.01,86,50,stash,poe.ninja
T3_VISIVEL,Enduring Cry,SkillGem,SkillGem,6.0,0.01,52,0,stash,poe.ninja
T3_VISIVEL,Exemplar Support,SkillGem,SkillGem,6.0,0.01,10,0,stash,poe.ninja
T3_VISIVEL,Fire Penetration Support,SkillGem,SkillGem,6.0,0.01,37,-33.33,stash,poe.ninja
T3_VISIVEL,Fire Penetration Support,SkillGem,SkillGem,6.0,0.01,39,20,stash,poe.ninja
T3_VISIVEL,Fire Trap,SkillGem,SkillGem,6.0,0.01,82,-0.17,stash,poe.ninja
T3_VISIVEL,Flame Wall,SkillGem,SkillGem,6.0,0.01,192,160.9,stash,poe.ninja
T3_VISIVEL,Flamewood Support,SkillGem,SkillGem,6.0,0.01,5,0,stash,poe.ninja
T3_VISIVEL,Focused Channelling Support,SkillGem,SkillGem,6.0,0.01,38,5.26,stash,poe.ninja
T3_VISIVEL,Forbidden Rite of Soul Sacrifice,SkillGem,SkillGem,6.0,0.01,46,-35.48,stash,poe.ninja
T3_VISIVEL,Fork Support,SkillGem,SkillGem,6.0,0.01,40,0,stash,poe.ninja
T3_VISIVEL,Frenzy,SkillGem,SkillGem,6.0,0.01,61,-40,stash,poe.ninja
T3_VISIVEL,Herald of Agony,SkillGem,SkillGem,6.0,0.01,50,-29.41,stash,poe.ninja
T3_VISIVEL,Hydrosphere,SkillGem,SkillGem,6.0,0.01,52,0,stash,poe.ninja
T3_VISIVEL,Infernal Legion Support,SkillGem,SkillGem,6.0,0.01,31,-1.79,stash,poe.ninja
T3_VISIVEL,Iron Grip Support,SkillGem,SkillGem,6.0,0.01,29,0,stash,poe.ninja
T3_VISIVEL,Lightning Penetration Support,SkillGem,SkillGem,6.0,0.01,32,-40,stash,poe.ninja
T3_VISIVEL,Lightning Warp,SkillGem,SkillGem,6.0,0.01,65,15.38,stash,poe.ninja
T3_VISIVEL,Living Lightning Support,SkillGem,SkillGem,6.0,0.01,16,9.09,stash,poe.ninja
T3_VISIVEL,Multiple Traps Support,SkillGem,SkillGem,6.0,0.01,25,30.43,stash,poe.ninja
T3_VISIVEL,Pulverise Support,SkillGem,SkillGem,6.0,0.01,87,-67.65,stash,poe.ninja
T3_VISIVEL,Purity of Fire,SkillGem,SkillGem,6.0,0.01,389,20,stash,poe.ninja
T3_VISIVEL,Rage Support,SkillGem,SkillGem,6.0,0.01,52,-7.69,stash,poe.ninja
T3_VISIVEL,Raise Zombie,SkillGem,SkillGem,6.0,0.01,29,-6.25,stash,poe.ninja
T3_VISIVEL,Rupture Support,SkillGem,SkillGem,6.0,0.01,19,20,stash,poe.ninja
T3_VISIVEL,Scourge Arrow,SkillGem,SkillGem,6.0,0.01,121,36.36,stash,poe.ninja
T3_VISIVEL,Searing Bond of Detonation,SkillGem,SkillGem,6.0,0.01,116,-24.05,stash,poe.ninja
T3_VISIVEL,Sniper's Mark,SkillGem,SkillGem,6.0,0.01,82,100,stash,poe.ninja
T3_VISIVEL,Somatic Shell,SkillGem,SkillGem,6.0,0.01,27,23.08,stash,poe.ninja
T3_VISIVEL,Static Strike,SkillGem,SkillGem,6.0,0.01,73,71.43,stash,poe.ninja
T3_VISIVEL,Storm Burst,SkillGem,SkillGem,6.0,0.01,41,-18.75,stash,poe.ninja
T3_VISIVEL,Summon Chaos Golem,SkillGem,SkillGem,6.0,0.01,63,20,stash,poe.ninja
T3_VISIVEL,Trap and Mine Damage Support,SkillGem,SkillGem,6.0,0.01,37,0,stash,poe.ninja
T3_VISIVEL,Vaal Fireball,SkillGem,SkillGem,6.0,0.01,21,0,stash,poe.ninja
T3_VISIVEL,Volley Support,SkillGem,SkillGem,6.0,0.01,49,-14.29,stash,poe.ninja
T3_VISIVEL,Windburst Support,SkillGem,SkillGem,6.0,0.01,22,0,stash,poe.ninja
T3_VISIVEL,Withering Touch Support,SkillGem,SkillGem,6.0,0.01,43,-6.25,stash,poe.ninja
T3_VISIVEL,Archmage Support,SkillGem,SkillGem,5.9,0.01,64,45.83,stash,poe.ninja
T3_VISIVEL,Energy Blade,SkillGem,SkillGem,5.9,0.01,75,7.27,stash,poe.ninja
T3_VISIVEL,Impale Support,SkillGem,SkillGem,5.9,0.01,40,-54.29,stash,poe.ninja
T3_VISIVEL,Leap Slam,SkillGem,SkillGem,5.9,0.01,46,18,stash,poe.ninja
T3_VISIVEL,Poisonous Concoction,SkillGem,SkillGem,5.9,0.01,69,64.71,stash,poe.ninja
T3_VISIVEL,Volley Support,SkillGem,SkillGem,5.9,0.01,2,0,stash,poe.ninja
T3_VISIVEL,Omen of Death-dancing,Ancestor,Omen,5.82,,33.0,57.39,exchange,poe.ninja
T3_VISIVEL,10% increased Elemental Damage,ClusterJewel,ClusterJewel,5.8,0.01,98,0,stash,poe.ninja
T3_VISIVEL,10% increased Spell Damage,ClusterJewel,ClusterJewel,5.8,0.01,429,-61.33,stash,poe.ninja
T3_VISIVEL,12% increased Attack Damage while Dual Wielding,ClusterJewel,ClusterJewel,5.8,0.01,100,-39.58,stash,poe.ninja
T3_VISIVEL,12% increased Lightning Damage,ClusterJewel,ClusterJewel,5.8,0.01,166,-10.77,stash,poe.ninja
T3_VISIVEL,Wailing Essence of Wrath,Essences,Essence,5.8,,29.0,-9.38,exchange,poe.ninja
T3_VISIVEL,Absolution of Inspiring,SkillGem,SkillGem,5.8,0.01,59,-35.56,stash,poe.ninja
T3_VISIVEL,Advanced Traps Support,SkillGem,SkillGem,5.8,0.01,65,0,stash,poe.ninja
T3_VISIVEL,Arc,SkillGem,SkillGem,5.8,0.01,98,114.8,stash,poe.ninja
T3_VISIVEL,Artillery Ballista of Cross Strafe,SkillGem,SkillGem,5.8,0.01,41,286.7,stash,poe.ninja
T3_VISIVEL,Blade Blast,SkillGem,SkillGem,5.8,0.01,74,190,stash,poe.ninja
T3_VISIVEL,Bloodthirst Support,SkillGem,SkillGem,5.8,0.01,22,-23.08,stash,poe.ninja
T3_VISIVEL,Burning Arrow,SkillGem,SkillGem,5.8,0.01,70,190,stash,poe.ninja
T3_VISIVEL,Close Combat Support,SkillGem,SkillGem,5.8,0.01,40,-27.5,stash,poe.ninja
T3_VISIVEL,Devour Support,SkillGem,SkillGem,5.8,0.01,31,26.09,stash,poe.ninja
T3_VISIVEL,Firestorm,SkillGem,SkillGem,5.8,0.01,54,190,stash,poe.ninja
T3_VISIVEL,Frost Bomb,SkillGem,SkillGem,5.8,0.01,36,-3.33,stash,poe.ninja
T3_VISIVEL,Ice Nova of Deep Freeze,SkillGem,SkillGem,5.8,0.01,37,-3.33,stash,poe.ninja
T3_VISIVEL,Infernal Legion Support,SkillGem,SkillGem,5.8,0.01,38,-27.5,stash,poe.ninja
T3_VISIVEL,Infused Channelling Support,SkillGem,SkillGem,5.8,0.01,45,93.33,stash,poe.ninja
T3_VISIVEL,Manaforged Arrows Support,SkillGem,SkillGem,5.8,0.01,88,-9.38,stash,poe.ninja
T3_VISIVEL,Minion Speed Support,SkillGem,SkillGem,5.8,0.01,30,190,stash,poe.ninja
T3_VISIVEL,Overexertion Support,SkillGem,SkillGem,5.8,0.01,39,190,stash,poe.ninja
T3_VISIVEL,Rejuvenation Totem,SkillGem,SkillGem,5.8,0.01,61,480,stash,poe.ninja
T3_VISIVEL,Shockwave Totem of Authority,SkillGem,SkillGem,5.8,0.01,73,16,stash,poe.ninja
T3_VISIVEL,Sigil of Power,SkillGem,SkillGem,5.8,0.01,161,-38.3,stash,poe.ninja
T3_VISIVEL,Swiftbrand Support,SkillGem,SkillGem,5.8,0.01,30,0,stash,poe.ninja
T3_VISIVEL,Deafening Essence of Hatred,Essences,Essence,5.71,,832.2,7.45,exchange,poe.ninja
T3_VISIVEL,10% increased Spell Damage,ClusterJewel,ClusterJewel,5.7,0.01,63,-28.75,stash,poe.ninja
T3_VISIVEL,Blastchain Mine Support,SkillGem,SkillGem,5.7,0.01,30,-12.31,stash,poe.ninja
T3_VISIVEL,Elemental Weakness,SkillGem,SkillGem,5.7,0.01,51,-5,stash,poe.ninja
T3_VISIVEL,Fork Support,SkillGem,SkillGem,5.7,0.01,85,-29.19,stash,poe.ninja
T3_VISIVEL,Fork Support,SkillGem,SkillGem,5.7,0.01,17,0,stash,poe.ninja
T3_VISIVEL,Fortify Support,SkillGem,SkillGem,5.7,0.01,39,14,stash,poe.ninja
T3_VISIVEL,Herald of Purity,SkillGem,SkillGem,5.7,0.01,400,-59.57,stash,poe.ninja
T3_VISIVEL,Manaforged Arrows Support,SkillGem,SkillGem,5.7,0.01,56,0,stash,poe.ninja
T3_VISIVEL,Perforate of Bloodshed,SkillGem,SkillGem,5.7,0.01,29,5.56,stash,poe.ninja
T3_VISIVEL,Purity of Fire,SkillGem,SkillGem,5.7,0.01,46,-5,stash,poe.ninja
T3_VISIVEL,Shrapnel Ballista of Steel,SkillGem,SkillGem,5.7,0.01,56,90,stash,poe.ninja
T3_VISIVEL,Summon Ice Golem,SkillGem,SkillGem,5.68,0.01,151,305.7,stash,poe.ninja
T3_VISIVEL,Advanced Traps Support,SkillGem,SkillGem,5.6,0.01,26,-3.85,stash,poe.ninja
T3_VISIVEL,Arc,SkillGem,SkillGem,5.6,0.01,102,18,stash,poe.ninja
T3_VISIVEL,Ball Lightning,SkillGem,SkillGem,5.6,0.01,37,22.22,stash,poe.ninja
T3_VISIVEL,Eternal Blessing Support,SkillGem,SkillGem,5.6,0.01,44,180,stash,poe.ninja
T3_VISIVEL,Excommunicate Support,SkillGem,SkillGem,5.6,0.01,40,-4.76,stash,poe.ninja
T3_VISIVEL,Fire Trap,SkillGem,SkillGem,5.6,0.01,44,-6.67,stash,poe.ninja
T3_VISIVEL,Grace,SkillGem,SkillGem,5.6,0.01,24,-6.67,stash,poe.ninja
T3_VISIVEL,Hatred,SkillGem,SkillGem,5.6,0.01,118,-60,stash,poe.ninja
T3_VISIVEL,Melee Splash Support,SkillGem,SkillGem,5.6,0.01,27,-22.22,stash,poe.ninja
T3_VISIVEL,Power Siphon,SkillGem,SkillGem,5.6,0.01,707,-34.88,stash,poe.ninja
T3_VISIVEL,Rejuvenation Totem,SkillGem,SkillGem,5.6,0.01,60,47.37,stash,poe.ninja
T3_VISIVEL,Righteous Fire,SkillGem,SkillGem,5.6,0.01,277,-25.33,stash,poe.ninja
T3_VISIVEL,Summon Raging Spirit,SkillGem,SkillGem,5.6,0.01,14,-37.78,stash,poe.ninja
T3_VISIVEL,Vaal Summon Skeletons,SkillGem,SkillGem,5.6,0.01,23,-42.86,stash,poe.ninja
T3_VISIVEL,The Patient,Cards,DivinationCard,5.57,,13.0,51.95,exchange,poe.ninja
T3_VISIVEL,12% increased Chaos Damage over Time,ClusterJewel,ClusterJewel,5.5,0.01,30,0,stash,poe.ninja
T3_VISIVEL,12% increased Lightning Damage,ClusterJewel,ClusterJewel,5.5,0.01,130,150,stash,poe.ninja
T3_VISIVEL,6% increased Flask Effect Duration,ClusterJewel,ClusterJewel,5.5,0.01,17,0,stash,poe.ninja
T3_VISIVEL,Blade Trap of Laceration,SkillGem,SkillGem,5.5,0.01,12,71.88,stash,poe.ninja
T3_VISIVEL,Double Strike of Momentum,SkillGem,SkillGem,5.5,0.01,5,0,stash,poe.ninja
T3_VISIVEL,Eye of Winter,SkillGem,SkillGem,5.5,0.01,72,34.15,stash,poe.ninja
T3_VISIVEL,Ice Shot,SkillGem,SkillGem,5.5,0.01,22,0,stash,poe.ninja
T3_VISIVEL,Lightning Arrow of Electrocution,SkillGem,SkillGem,5.5,0.01,3,0,stash,poe.ninja
T3_VISIVEL,Lightning Spire Trap,SkillGem,SkillGem,5.5,0.01,39,-45,stash,poe.ninja
T3_VISIVEL,Mirror Arrow of Prismatic Clones,SkillGem,SkillGem,5.5,0.01,45,-39.56,stash,poe.ninja
T3_VISIVEL,Static Strike,SkillGem,SkillGem,5.5,0.01,41,-17.91,stash,poe.ninja
T3_VISIVEL,Vaal Cyclone,SkillGem,SkillGem,5.5,0.01,21,0,stash,poe.ninja
T3_VISIVEL,Essence Scarab of Calcification,Fragments,Scarab,5.48,,2049,-30.13,exchange,poe.ninja
T3_VISIVEL,Runegraft of the Bound,Runegrafts,Runegraft,5.46,,43.67,46.44,exchange,poe.ninja
T3_VISIVEL,Deafening Essence of Misery,Essences,Essence,5.45,,136.2,-20.81,exchange,poe.ninja
T3_VISIVEL,10% increased Area Damage,ClusterJewel,ClusterJewel,5.4,0.01,7173,-46,stash,poe.ninja
T3_VISIVEL,10% increased Effect of Non-Damaging Ailments,ClusterJewel,ClusterJewel,5.4,0.01,52,0,stash,poe.ninja
T3_VISIVEL,Minions have 12% increased maximum Life,ClusterJewel,ClusterJewel,5.4,0.01,264,35,stash,poe.ninja
T3_VISIVEL,Bladefall of Impaling,SkillGem,SkillGem,5.4,0.01,30,54.29,stash,poe.ninja
T3_VISIVEL,Bodyswap of Sacrifice,SkillGem,SkillGem,5.4,0.01,98,17.39,stash,poe.ninja
T3_VISIVEL,Detonate Dead,SkillGem,SkillGem,5.4,0.01,1207,-20.59,stash,poe.ninja
T3_VISIVEL,Exemplar Support,SkillGem,SkillGem,5.4,0.01,36,14.89,stash,poe.ninja
T3_VISIVEL,Eye of Winter,SkillGem,SkillGem,5.4,0.01,122,-22.86,stash,poe.ninja
T3_VISIVEL,Frost Blades,SkillGem,SkillGem,5.4,0.01,19,-4.35,stash,poe.ninja
T3_VISIVEL,Herald of Ash,SkillGem,SkillGem,5.4,0.01,329,8,stash,poe.ninja
T3_VISIVEL,Mirage Archer Support,SkillGem,SkillGem,5.4,0.01,76,0,stash,poe.ninja
T3_VISIVEL,Molten Strike,SkillGem,SkillGem,5.4,0.01,22,-10,stash,poe.ninja
T3_VISIVEL,Penance Brand of Conduction,SkillGem,SkillGem,5.4,0.01,46,-16.92,stash,poe.ninja
T3_VISIVEL,Slower Projectiles Support,SkillGem,SkillGem,5.4,0.01,22,0,stash,poe.ninja
T3_VISIVEL,Spell Totem Support,SkillGem,SkillGem,5.4,0.01,9,0,stash,poe.ninja
T3_VISIVEL,Split Arrow of Splitting,SkillGem,SkillGem,5.4,0.01,57,-3.57,stash,poe.ninja
T3_VISIVEL,Summon Chaos Golem,SkillGem,SkillGem,5.4,0.01,168,25.58,stash,poe.ninja
T3_VISIVEL,Summon Chaos Golem of the Maelström,SkillGem,SkillGem,5.4,0.01,35,-1.82,stash,poe.ninja
T3_VISIVEL,Swiftbrand Support,SkillGem,SkillGem,5.4,0.01,9,0,stash,poe.ninja
T3_VISIVEL,Wither,SkillGem,SkillGem,5.4,0.01,44,-32.5,stash,poe.ninja
T3_VISIVEL,Deafening Essence of Torment,Essences,Essence,5.32,,2609,-6.2,exchange,poe.ninja
T3_VISIVEL,Prismatic Fossil,Delve,Fossil,5.31,,107.0,-49.11,exchange,poe.ninja
T3_VISIVEL,Delirium Scarab of Paranoia,Fragments,Scarab,5.31,,5658,-40.93,exchange,poe.ninja
T3_VISIVEL,12% increased Physical Damage over Time,ClusterJewel,ClusterJewel,5.3,0.01,14,0,stash,poe.ninja
T3_VISIVEL,15% increased Armour,ClusterJewel,ClusterJewel,5.3,0.01,50,85.19,stash,poe.ninja
T3_VISIVEL,Caustic Arrow,SkillGem,SkillGem,5.3,0.01,25,0,stash,poe.ninja
T3_VISIVEL,Crackling Lance of Branching,SkillGem,SkillGem,5.3,0.01,101,26.19,stash,poe.ninja
T3_VISIVEL,Knockback Support,SkillGem,SkillGem,5.3,0.01,20,-53.45,stash,poe.ninja
T3_VISIVEL,Life Leech Support,SkillGem,SkillGem,5.3,0.01,34,-15.62,stash,poe.ninja
T3_VISIVEL,Melee Splash Support,SkillGem,SkillGem,5.3,0.01,33,0,stash,poe.ninja
T3_VISIVEL,Sunder,SkillGem,SkillGem,5.3,0.01,49,6,stash,poe.ninja
T3_VISIVEL,Warlord's Mark,SkillGem,SkillGem,5.3,0.01,114,-32.05,stash,poe.ninja
T3_VISIVEL,Runegraft of the River,Runegrafts,Runegraft,5.29,,6.17,6.71,exchange,poe.ninja
T3_VISIVEL,Deafening Essence of Anger,Essences,Essence,5.27,,1652,-0.56,exchange,poe.ninja
T3_VISIVEL,Deafening Essence of Dread,Essences,Essence,5.26,,347.9,2.77,exchange,poe.ninja
T3_VISIVEL,Fracturing Shard,Currency,Currency,5.23,,26.17,-12.78,exchange,poe.ninja
T3_VISIVEL,Ambush Scarab of Discernment,Fragments,Scarab,5.22,,3766,143.8,exchange,poe.ninja
T3_VISIVEL,12% increased Burning Damage,ClusterJewel,ClusterJewel,5.2,0.01,79,10.64,stash,poe.ninja
T3_VISIVEL,12% increased Fire Damage,ClusterJewel,ClusterJewel,5.2,0.01,123,-1.89,stash,poe.ninja
T3_VISIVEL,12% increased Totem Damage,ClusterJewel,ClusterJewel,5.2,0.01,166,4,stash,poe.ninja
T3_VISIVEL,Bear Trap,SkillGem,SkillGem,5.2,0.01,53,20,stash,poe.ninja
T3_VISIVEL,Behead Support,SkillGem,SkillGem,5.2,0.01,18,0,stash,poe.ninja
T3_VISIVEL,Cast on Death Support,SkillGem,SkillGem,5.2,0.01,44,0,stash,poe.ninja
T3_VISIVEL,Chance to Flee Support,SkillGem,SkillGem,5.2,0.01,25,-13.33,stash,poe.ninja
T3_VISIVEL,Flameblast of Celerity,SkillGem,SkillGem,5.2,0.01,64,-28.57,stash,poe.ninja
T3_VISIVEL,Innervate Support,SkillGem,SkillGem,5.2,0.01,16,0,stash,poe.ninja
T3_VISIVEL,Kinetic Instability Support,SkillGem,SkillGem,5.2,0.01,51,0,stash,poe.ninja
T3_VISIVEL,Poisonous Concoction,SkillGem,SkillGem,5.2,0.01,112,-13.33,stash,poe.ninja
T3_VISIVEL,Stun Support,SkillGem,SkillGem,5.2,0.01,26,0,stash,poe.ninja
T3_VISIVEL,Summon Skeletons,SkillGem,SkillGem,5.2,0.01,174,-78.33,stash,poe.ninja
T3_VISIVEL,Winter Orb,SkillGem,SkillGem,5.2,0.01,85,-3.7,stash,poe.ninja
T3_VISIVEL,Chance to Poison Support,SkillGem,SkillGem,5.1,0.01,13,0,stash,poe.ninja
T3_VISIVEL,Cruelty Support,SkillGem,SkillGem,5.1,0.01,66,96.15,stash,poe.ninja
T3_VISIVEL,Impending Doom Support,SkillGem,SkillGem,5.1,0.01,9,0,stash,poe.ninja
T3_VISIVEL,Pestilent Strike,SkillGem,SkillGem,5.1,0.01,140,-15,stash,poe.ninja
T3_VISIVEL,Pride,SkillGem,SkillGem,5.1,0.01,65,18.6,stash,poe.ninja
T3_VISIVEL,Sacrifice Support,SkillGem,SkillGem,5.1,0.01,53,0,stash,poe.ninja
T3_VISIVEL,Shield Charge,SkillGem,SkillGem,5.1,0.01,62,-1.92,stash,poe.ninja
T3_VISIVEL,Tornado Shot,SkillGem,SkillGem,5.1,0.01,2195,2,stash,poe.ninja
T3_VISIVEL,Lucent Fossil,Delve,Fossil,5.06,,41.33,0.75,exchange,poe.ninja
T3_VISIVEL,A Dusty Memory,Cards,DivinationCard,5.0,,90,-86.49,exchange,poe.ninja
T3_VISIVEL,The Battle Born,Cards,DivinationCard,5.0,,1.67,900,exchange,poe.ninja
T3_VISIVEL,The Fishmonger,Cards,DivinationCard,5.0,,1.67,-37.5,exchange,poe.ninja
T3_VISIVEL,The Vast,Cards,DivinationCard,5.0,,0.8333,0,exchange,poe.ninja
T3_VISIVEL,Volatile Power,Cards,DivinationCard,5.0,,4.17,400,exchange,poe.ninja
T3_VISIVEL,+15% to Fire Resistance,ClusterJewel,ClusterJewel,5.0,0.01,1243,0,stash,poe.ninja
T3_VISIVEL,+4% chance to Suppress Spell Damage,ClusterJewel,ClusterJewel,5.0,0.01,813,0,stash,poe.ninja
T3_VISIVEL,10% increased Attack Damage,ClusterJewel,ClusterJewel,5.0,0.01,1512,0,stash,poe.ninja
T3_VISIVEL,10% increased Effect of Non-Damaging Ailments,ClusterJewel,ClusterJewel,5.0,0.01,548,66.67,stash,poe.ninja
T3_VISIVEL,10% increased Effect of Non-Damaging Ailments,ClusterJewel,ClusterJewel,5.0,0.01,558,8.7,stash,poe.ninja
T3_VISIVEL,10% increased Elemental Damage,ClusterJewel,ClusterJewel,5.0,0.01,101,-19.35,stash,poe.ninja
T3_VISIVEL,12% increased Attack Damage while Dual Wielding,ClusterJewel,ClusterJewel,5.0,0.01,4264,25,stash,poe.ninja
T3_VISIVEL,12% increased Attack Damage while Dual Wielding,ClusterJewel,ClusterJewel,5.0,0.01,165,-46.81,stash,poe.ninja
T3_VISIVEL,12% increased Attack Damage while holding a Shield,ClusterJewel,ClusterJewel,5.0,0.01,116,400,stash,poe.ninja
T3_VISIVEL,12% increased Attack Damage while holding a Shield,ClusterJewel,ClusterJewel,5.0,0.01,126,-41.18,stash,poe.ninja
T3_VISIVEL,12% increased Brand Damage,ClusterJewel,ClusterJewel,5.0,0.01,427,25,stash,poe.ninja
T3_VISIVEL,12% increased Burning Damage,ClusterJewel,ClusterJewel,5.0,0.01,3079,0,stash,poe.ninja
T3_VISIVEL,12% increased Burning Damage,ClusterJewel,ClusterJewel,5.0,0.01,30,0,stash,poe.ninja
T3_VISIVEL,12% increased Chaos Damage over Time,ClusterJewel,ClusterJewel,5.0,0.01,5749,-1.96,stash,poe.ninja
T3_VISIVEL,12% increased Cold Damage over Time,ClusterJewel,ClusterJewel,5.0,0.01,41,0,stash,poe.ninja
T3_VISIVEL,"12% increased Damage with Bows, 12% increased Damage Over Time with Bow Skills",ClusterJewel,ClusterJewel,5.0,0.01,108,0,stash,poe.ninja
T3_VISIVEL,12% increased Fire Damage,ClusterJewel,ClusterJewel,5.0,0.01,103,437.6,stash,poe.ninja
T3_VISIVEL,12% increased Physical Damage,ClusterJewel,ClusterJewel,5.0,0.01,74,0,stash,poe.ninja
T3_VISIVEL,12% increased Totem Damage,ClusterJewel,ClusterJewel,5.0,0.01,3528,0,stash,poe.ninja
T3_VISIVEL,"12% increased Trap Damage, 12% increased Mine Damage",ClusterJewel,ClusterJewel,5.0,0.01,3553,0,stash,poe.ninja
T3_VISIVEL,"12% increased Trap Damage, 12% increased Mine Damage",ClusterJewel,ClusterJewel,5.0,0.01,4003,0,stash,poe.ninja
T3_VISIVEL,15% increased Armour,ClusterJewel,ClusterJewel,5.0,0.01,7564,0,stash,poe.ninja
T3_VISIVEL,15% increased Armour,ClusterJewel,ClusterJewel,5.0,0.01,1549,0,stash,poe.ninja
T3_VISIVEL,15% increased Critical Strike Chance,ClusterJewel,ClusterJewel,5.0,0.01,4684,0,stash,poe.ninja
T3_VISIVEL,15% increased Critical Strike Chance,ClusterJewel,ClusterJewel,5.0,0.01,374,0,stash,poe.ninja
T3_VISIVEL,15% increased Critical Strike Chance,ClusterJewel,ClusterJewel,5.0,0.01,39,-16.67,stash,poe.ninja
T3_VISIVEL,2% Chance to Block Spell Damage,ClusterJewel,ClusterJewel,5.0,0.01,864,0,stash,poe.ninja
T3_VISIVEL,2% Chance to Block Spell Damage,ClusterJewel,ClusterJewel,5.0,0.01,33,0,stash,poe.ninja
T3_VISIVEL,2% increased Effect of your Curses,ClusterJewel,ClusterJewel,5.0,0.01,30,-44.44,stash,poe.ninja
T3_VISIVEL,4% increased maximum Life,ClusterJewel,ClusterJewel,5.0,0.01,1716,-7.41,stash,poe.ninja
T3_VISIVEL,6% increased Flask Effect Duration,ClusterJewel,ClusterJewel,5.0,0.01,2807,-50,stash,poe.ninja
T3_VISIVEL,Channelling Skills deal 12% increased Damage,ClusterJewel,ClusterJewel,5.0,0.01,36,0,stash,poe.ninja
T3_VISIVEL,"Claw Attacks deal 12% increased Damage with Hits and Ailments, Dagger Attacks deal 12% increased Damage with Hits and Ailments",ClusterJewel,ClusterJewel,5.0,0.01,769,25,stash,poe.ninja
T3_VISIVEL,"Claw Attacks deal 12% increased Damage with Hits and Ailments, Dagger Attacks deal 12% increased Damage with Hits and Ailments",ClusterJewel,ClusterJewel,5.0,0.01,287,0,stash,poe.ninja
T3_VISIVEL,"Claw Attacks deal 12% increased Damage with Hits and Ailments, Dagger Attacks deal 12% increased Damage with Hits and Ailments",ClusterJewel,ClusterJewel,5.0,0.01,2892,0,stash,poe.ninja
T3_VISIVEL,Exerted Attacks deal 20% increased Damage,ClusterJewel,ClusterJewel,5.0,0.01,3059,0,stash,poe.ninja
T3_VISIVEL,Exerted Attacks deal 20% increased Damage,ClusterJewel,ClusterJewel,5.0,0.01,26,0,stash,poe.ninja
T3_VISIVEL,Minions deal 10% increased Damage,ClusterJewel,ClusterJewel,5.0,0.01,8323,0,stash,poe.ninja
T3_VISIVEL,Minions deal 10% increased Damage,ClusterJewel,ClusterJewel,5.0,0.01,1492,0,stash,poe.ninja
T3_VISIVEL,Minions have 12% increased maximum Life,ClusterJewel,ClusterJewel,5.0,0.01,3795,0,stash,poe.ninja
T3_VISIVEL,Minions have 12% increased maximum Life,ClusterJewel,ClusterJewel,5.0,0.01,3855,66.67,stash,poe.ninja
T3_VISIVEL,The Constrictor Map (Tier 16),Map,Map,5.0,0.01,2863,-28.57,stash,poe.ninja
T3_VISIVEL,The Enslaver Map (Tier 16),Map,Map,5.0,0.01,2667,-28.57,stash,poe.ninja
T3_VISIVEL,The Eradicator Map (Tier 16),Map,Map,5.0,0.01,2905,-28.57,stash,poe.ninja
T3_VISIVEL,The Purifier Map (Tier 16),Map,Map,5.0,0.01,2811,-28.57,stash,poe.ninja
T3_VISIVEL,Absolution of Inspiring,SkillGem,SkillGem,5.0,0.01,143,0,stash,poe.ninja
T3_VISIVEL,Added Chaos Damage Support,SkillGem,SkillGem,5.0,0.01,56,-25.71,stash,poe.ninja
T3_VISIVEL,Added Chaos Damage Support,SkillGem,SkillGem,5.0,0.01,47,0,stash,poe.ninja
T3_VISIVEL,Added Chaos Damage Support,SkillGem,SkillGem,5.0,0.01,20,0,stash,poe.ninja
T3_VISIVEL,Added Cold Damage Support,SkillGem,SkillGem,5.0,0.01,62,0,stash,poe.ninja
T3_VISIVEL,Additional Accuracy Support,SkillGem,SkillGem,5.0,0.01,22,0,stash,poe.ninja
T3_VISIVEL,Advanced Traps Support,SkillGem,SkillGem,5.0,0.01,25,0,stash,poe.ninja
T3_VISIVEL,Alchemist's Mark,SkillGem,SkillGem,5.0,0.01,96,400,stash,poe.ninja
T3_VISIVEL,Ancestral Call Support,SkillGem,SkillGem,5.0,0.01,47,0,stash,poe.ninja
T3_VISIVEL,Ancestral Cry,SkillGem,SkillGem,5.0,0.01,86,-45.65,stash,poe.ninja
T3_VISIVEL,Anger,SkillGem,SkillGem,5.0,0.01,30,0,stash,poe.ninja
T3_VISIVEL,Animate Guardian,SkillGem,SkillGem,5.0,0.01,2895,-16.67,stash,poe.ninja
T3_VISIVEL,Animate Guardian,SkillGem,SkillGem,5.0,0.01,1226,0,stash,poe.ninja
T3_VISIVEL,Animate Weapon of Ranged Arms,SkillGem,SkillGem,5.0,0.01,2019,-38.27,stash,poe.ninja
T3_VISIVEL,Annihilation Support,SkillGem,SkillGem,5.0,0.01,262,0,stash,poe.ninja
T3_VISIVEL,Arc,SkillGem,SkillGem,5.0,0.01,1097,0,stash,poe.ninja
T3_VISIVEL,Archmage Support,SkillGem,SkillGem,5.0,0.01,95,-28.57,stash,poe.ninja
T3_VISIVEL,Arrow Nova Support,SkillGem,SkillGem,5.0,0.01,21,0,stash,poe.ninja
